time in s,CH2 in V
-86.99990E-6,-1.146
-86.99990E-6,-1.106
-86.79990E-6,-1.146
-86.79990E-6,-1.086
-86.59990E-6,-1.126
-86.59990E-6,-1.066
-86.39990E-6,-1.106
-86.39990E-6,-1.066
-86.19990E-6,-1.086
-86.19990E-6,-1.046
-85.99990E-6,-1.086
-85.99990E-6,-1.026
-85.79990E-6,-1.066
-85.79990E-6,-1.006
-85.60000E-6,-1.046
-85.60000E-6,-985.8E-3
-85.40000E-6,-1.026
-85.40000E-6,-965.8E-3
-85.20000E-6,-1.006
-85.20000E-6,-965.8E-3
-85.00000E-6,-985.8E-3
-85.00000E-6,-945.8E-3
-84.80000E-6,-985.8E-3
-84.80000E-6,-925.8E-3
-84.60000E-6,-965.8E-3
-84.60000E-6,-905.8E-3
-84.40000E-6,-945.8E-3
-84.40000E-6,-905.8E-3
-84.19998E-6,-945.8E-3
-84.19998E-6,-885.8E-3
-83.99998E-6,-925.8E-3
-83.99998E-6,-865.8E-3
-83.79998E-6,-825.8E-3
-83.79998E-6,-905.8E-3
-83.59998E-6,-885.8E-3
-83.59998E-6,-845.8E-3
-83.39998E-6,-865.8E-3
-83.39998E-6,-825.8E-3
-83.19998E-6,-845.8E-3
-83.19998E-6,-805.8E-3
-82.99998E-6,-845.8E-3
-82.99998E-6,-785.8E-3
-82.79998E-6,-825.8E-3
-82.79998E-6,-785.8E-3
-82.59997E-6,-805.8E-3
-82.59997E-6,-765.8E-3
-82.39997E-6,-785.8E-3
-82.39997E-6,-745.8E-3
-82.19997E-6,-785.8E-3
-82.19997E-6,-725.8E-3
-81.99997E-6,-765.8E-3
-81.99997E-6,-725.8E-3
-81.79997E-6,-745.8E-3
-81.79997E-6,-705.8E-3
-81.59997E-6,-745.8E-3
-81.59997E-6,-685.8E-3
-81.39997E-6,-725.8E-3
-81.39997E-6,-665.8E-3
-81.19996E-6,-705.8E-3
-81.19996E-6,-665.8E-3
-80.99996E-6,-705.8E-3
-80.99996E-6,-665.8E-3
-80.79996E-6,-685.8E-3
-80.79996E-6,-645.8E-3
-80.59996E-6,-665.8E-3
-80.59996E-6,-625.8E-3
-80.39996E-6,-665.8E-3
-80.39996E-6,-605.8E-3
-80.19996E-6,-645.8E-3
-80.19996E-6,-605.8E-3
-79.99996E-6,-625.8E-3
-79.99996E-6,-585.8E-3
-79.79995E-6,-625.8E-3
-79.79995E-6,-565.8E-3
-79.59995E-6,-605.8E-3
-79.59995E-6,-565.8E-3
-79.39995E-6,-585.8E-3
-79.39995E-6,-545.8E-3
-79.19995E-6,-585.8E-3
-79.19995E-6,-525.8E-3
-78.99995E-6,-565.8E-3
-78.99995E-6,-505.8E-3
-78.79995E-6,-565.8E-3
-78.79995E-6,-505.8E-3
-78.59994E-6,-545.8E-3
-78.59994E-6,-485.8E-3
-78.39994E-6,-525.8E-3
-78.39994E-6,-485.8E-3
-78.19994E-6,-505.8E-3
-78.19994E-6,-485.8E-3
-77.99994E-6,-505.8E-3
-77.99994E-6,-445.8E-3
-77.79994E-6,-485.8E-3
-77.79994E-6,-445.8E-3
-77.59994E-6,-485.8E-3
-77.59994E-6,-425.8E-3
-77.39994E-6,-465.8E-3
-77.39994E-6,-425.8E-3
-77.19993E-6,-445.8E-3
-77.19993E-6,-405.8E-3
-76.99993E-6,-445.8E-3
-76.99993E-6,-385.8E-3
-76.79993E-6,-445.8E-3
-76.79993E-6,-385.8E-3
-76.59993E-6,-425.8E-3
-76.59993E-6,-365.8E-3
-76.39993E-6,-405.8E-3
-76.39993E-6,-365.8E-3
-76.19993E-6,-405.8E-3
-76.19993E-6,-345.8E-3
-75.99992E-6,-385.8E-3
-75.99992E-6,-345.8E-3
-75.79992E-6,-385.8E-3
-75.79992E-6,-325.8E-3
-75.59992E-6,-365.8E-3
-75.59992E-6,-325.8E-3
-75.39992E-6,-345.8E-3
-75.39992E-6,-305.8E-3
-75.19992E-6,-345.8E-3
-75.19992E-6,-305.8E-3
-74.99992E-6,-345.8E-3
-74.99992E-6,-285.8E-3
-74.79992E-6,-325.8E-3
-74.79992E-6,-265.8E-3
-74.59991E-6,-305.8E-3
-74.59991E-6,-265.8E-3
-74.39991E-6,-305.8E-3
-74.39991E-6,-245.8E-3
-74.19991E-6,-285.8E-3
-74.19991E-6,-245.8E-3
-73.99991E-6,-305.8E-3
-73.99991E-6,-225.8E-3
-73.79991E-6,-265.8E-3
-73.79991E-6,-225.8E-3
-73.59991E-6,-265.8E-3
-73.59991E-6,-205.8E-3
-73.39991E-6,-265.8E-3
-73.39991E-6,-205.8E-3
-73.20000E-6,-245.8E-3
-73.20000E-6,-205.8E-3
-73.00000E-6,-225.8E-3
-73.00000E-6,-185.8E-3
-72.80000E-6,-225.8E-3
-72.80000E-6,-185.8E-3
-72.59999E-6,-205.8E-3
-72.59999E-6,-185.8E-3
-72.39999E-6,-205.8E-3
-72.39999E-6,-165.8E-3
-72.19999E-6,-205.8E-3
-72.19999E-6,-165.8E-3
-71.99999E-6,-185.8E-3
-71.99999E-6,-145.8E-3
-71.79999E-6,-185.8E-3
-71.79999E-6,-145.8E-3
-71.59999E-6,-185.8E-3
-71.59999E-6,-125.8E-3
-71.39998E-6,-165.8E-3
-71.39998E-6,-125.8E-3
-71.19998E-6,-165.8E-3
-71.19998E-6,-125.8E-3
-70.99998E-6,-145.8E-3
-70.99998E-6,-105.8E-3
-70.79998E-6,-145.8E-3
-70.79998E-6,-105.8E-3
-70.59998E-6,-125.8E-3
-70.59998E-6,-85.85E-3
-70.39998E-6,-145.8E-3
-70.39998E-6,-85.85E-3
-70.19998E-6,-125.8E-3
-70.19998E-6,-85.85E-3
-69.99997E-6,-105.8E-3
-69.99997E-6,-65.85E-3
-69.79997E-6,-105.8E-3
-69.79997E-6,-65.85E-3
-69.59997E-6,-105.8E-3
-69.59997E-6,-65.85E-3
-69.39997E-6,-105.8E-3
-69.39997E-6,-45.85E-3
-69.19997E-6,-105.8E-3
-69.19997E-6,-45.85E-3
-68.99997E-6,-85.85E-3
-68.99997E-6,-45.85E-3
-68.79996E-6,-85.85E-3
-68.79996E-6,-25.85E-3
-68.59996E-6,-85.85E-3
-68.59996E-6,-25.85E-3
-68.39996E-6,-65.85E-3
-68.39996E-6,-25.85E-3
-68.19996E-6,-65.85E-3
-68.19996E-6,-25.85E-3
-67.99996E-6,-65.85E-3
-67.99996E-6,-5.849E-3
-67.79996E-6,-65.85E-3
-67.79996E-6,-25.85E-3
-67.59996E-6,-45.85E-3
-67.59996E-6,-5.849E-3
-67.39995E-6,-45.85E-3
-67.39995E-6,-5.849E-3
-67.19995E-6,-45.85E-3
-67.19995E-6,14.15E-3
-66.99995E-6,-45.85E-3
-66.99995E-6,14.15E-3
-66.79995E-6,-45.85E-3
-66.79995E-6,14.15E-3
-66.59995E-6,-25.85E-3
-66.59995E-6,14.15E-3
-66.39995E-6,-25.85E-3
-66.39995E-6,14.15E-3
-66.19994E-6,-25.85E-3
-66.19994E-6,14.15E-3
-65.99994E-6,-25.85E-3
-65.99994E-6,14.15E-3
-65.79994E-6,-25.85E-3
-65.79994E-6,34.15E-3
-65.59994E-6,-5.849E-3
-65.59994E-6,34.15E-3
-65.39994E-6,-5.849E-3
-65.39994E-6,34.15E-3
-65.19994E-6,-5.849E-3
-65.19994E-6,54.15E-3
-64.99994E-6,-5.849E-3
-64.99994E-6,54.15E-3
-64.79993E-6,-5.849E-3
-64.79993E-6,54.15E-3
-64.59993E-6,-5.849E-3
-64.59993E-6,54.15E-3
-64.39993E-6,14.15E-3
-64.39993E-6,54.15E-3
-64.19993E-6,-5.849E-3
-64.19993E-6,54.15E-3
-63.99993E-6,14.15E-3
-63.99993E-6,54.15E-3
-63.79993E-6,14.15E-3
-63.79993E-6,54.15E-3
-63.59993E-6,14.15E-3
-63.59993E-6,54.15E-3
-63.39992E-6,14.15E-3
-63.39992E-6,54.15E-3
-63.19992E-6,14.15E-3
-63.19992E-6,54.15E-3
-62.99992E-6,14.15E-3
-62.99992E-6,54.15E-3
-62.79992E-6,14.15E-3
-62.79992E-6,54.15E-3
-62.59992E-6,14.15E-3
-62.59992E-6,74.15E-3
-62.39992E-6,14.15E-3
-62.39992E-6,54.15E-3
-62.19991E-6,34.15E-3
-62.19991E-6,74.15E-3
-61.99991E-6,14.15E-3
-61.99991E-6,54.15E-3
-61.79991E-6,14.15E-3
-61.79991E-6,74.15E-3
-61.59991E-6,14.15E-3
-61.59991E-6,74.15E-3
-61.39991E-6,14.15E-3
-61.39991E-6,54.15E-3
-61.19991E-6,14.15E-3
-61.19991E-6,74.15E-3
-60.99991E-6,34.15E-3
-60.99991E-6,54.15E-3
-60.79990E-6,14.15E-3
-60.79990E-6,54.15E-3
-60.60000E-6,14.15E-3
-60.60000E-6,54.15E-3
-60.40000E-6,14.15E-3
-60.40000E-6,54.15E-3
-60.20000E-6,14.15E-3
-60.20000E-6,54.15E-3
-60.00000E-6,14.15E-3
-60.00000E-6,54.15E-3
-59.79999E-6,14.15E-3
-59.79999E-6,54.15E-3
-59.59999E-6,-5.849E-3
-59.59999E-6,54.15E-3
-59.39999E-6,14.15E-3
-59.39999E-6,54.15E-3
-59.19999E-6,-5.849E-3
-59.19999E-6,54.15E-3
-58.99999E-6,14.15E-3
-58.99999E-6,54.15E-3
-58.79999E-6,14.15E-3
-58.79999E-6,54.15E-3
-58.59999E-6,-5.849E-3
-58.59999E-6,54.15E-3
-58.39998E-6,-5.849E-3
-58.39998E-6,34.15E-3
-58.19998E-6,-5.849E-3
-58.19998E-6,54.15E-3
-57.99998E-6,-5.849E-3
-57.99998E-6,34.15E-3
-57.79998E-6,-5.849E-3
-57.79998E-6,34.15E-3
-57.59998E-6,-5.849E-3
-57.59998E-6,34.15E-3
-57.39998E-6,-5.849E-3
-57.39998E-6,34.15E-3
-57.19997E-6,-25.85E-3
-57.19997E-6,34.15E-3
-56.99997E-6,-25.85E-3
-56.99997E-6,34.15E-3
-56.79997E-6,-25.85E-3
-56.79997E-6,34.15E-3
-56.59997E-6,-25.85E-3
-56.59997E-6,14.15E-3
-56.39997E-6,-25.85E-3
-56.39997E-6,14.15E-3
-56.19997E-6,-25.85E-3
-56.19997E-6,14.15E-3
-55.99997E-6,-25.85E-3
-55.99997E-6,14.15E-3
-55.79996E-6,-45.85E-3
-55.79996E-6,-5.849E-3
-55.59996E-6,-45.85E-3
-55.59996E-6,14.15E-3
-55.39996E-6,-45.85E-3
-55.39996E-6,14.15E-3
-55.19996E-6,-45.85E-3
-55.19996E-6,-5.849E-3
-54.99996E-6,-45.85E-3
-54.99996E-6,-5.849E-3
-54.79996E-6,-65.85E-3
-54.79996E-6,-25.85E-3
-54.59996E-6,-65.85E-3
-54.59996E-6,-25.85E-3
-54.39995E-6,-65.85E-3
-54.39995E-6,-25.85E-3
-54.19995E-6,-65.85E-3
-54.19995E-6,-25.85E-3
-53.99995E-6,-65.85E-3
-53.99995E-6,-25.85E-3
-53.79995E-6,-85.85E-3
-53.79995E-6,-45.85E-3
-53.59995E-6,-85.85E-3
-53.59995E-6,-45.85E-3
-53.39995E-6,-105.8E-3
-53.39995E-6,-45.85E-3
-53.19994E-6,-105.8E-3
-53.19994E-6,-65.85E-3
-52.99994E-6,-105.8E-3
-52.99994E-6,-65.85E-3
-52.79994E-6,-105.8E-3
-52.79994E-6,-65.85E-3
-52.59994E-6,-125.8E-3
-52.59994E-6,-65.85E-3
-52.39994E-6,-125.8E-3
-52.39994E-6,-85.85E-3
-52.19994E-6,-125.8E-3
-52.19994E-6,-85.85E-3
-51.99994E-6,-125.8E-3
-51.99994E-6,-85.85E-3
-51.79993E-6,-125.8E-3
-51.79993E-6,-105.8E-3
-51.59993E-6,-145.8E-3
-51.59993E-6,-105.8E-3
-51.39993E-6,-145.8E-3
-51.39993E-6,-105.8E-3
-51.19993E-6,-145.8E-3
-51.19993E-6,-105.8E-3
-50.99993E-6,-165.8E-3
-50.99993E-6,-125.8E-3
-50.79993E-6,-165.8E-3
-50.79993E-6,-125.8E-3
-50.59992E-6,-165.8E-3
-50.59992E-6,-125.8E-3
-50.39992E-6,-165.8E-3
-50.39992E-6,-145.8E-3
-50.19992E-6,-185.8E-3
-50.19992E-6,-145.8E-3
-49.99992E-6,-205.8E-3
-49.99992E-6,-145.8E-3
-49.79992E-6,-205.8E-3
-49.79992E-6,-165.8E-3
-49.59992E-6,-205.8E-3
-49.59992E-6,-145.8E-3
-49.39992E-6,-225.8E-3
-49.39992E-6,-165.8E-3
-49.19991E-6,-225.8E-3
-49.19991E-6,-185.8E-3
-48.99991E-6,-225.8E-3
-48.99991E-6,-185.8E-3
-48.79991E-6,-245.8E-3
-48.79991E-6,-185.8E-3
-48.59991E-6,-245.8E-3
-48.59991E-6,-185.8E-3
-48.39991E-6,-245.8E-3
-48.39991E-6,-205.8E-3
-48.19991E-6,-265.8E-3
-48.19991E-6,-205.8E-3
-48.00000E-6,-265.8E-3
-48.00000E-6,-205.8E-3
-47.80000E-6,-285.8E-3
-47.80000E-6,-225.8E-3
-47.60000E-6,-285.8E-3
-47.60000E-6,-225.8E-3
-47.40000E-6,-285.8E-3
-47.40000E-6,-245.8E-3
-47.20000E-6,-305.8E-3
-47.20000E-6,-265.8E-3
-47.00000E-6,-305.8E-3
-47.00000E-6,-265.8E-3
-46.79999E-6,-325.8E-3
-46.79999E-6,-265.8E-3
-46.59999E-6,-325.8E-3
-46.59999E-6,-285.8E-3
-46.39999E-6,-325.8E-3
-46.39999E-6,-285.8E-3
-46.19999E-6,-345.8E-3
-46.19999E-6,-305.8E-3
-45.99999E-6,-345.8E-3
-45.99999E-6,-305.8E-3
-45.79999E-6,-365.8E-3
-45.79999E-6,-325.8E-3
-45.59998E-6,594.2E-3
-45.59998E-6,-365.8E-3
-45.39998E-6,1.774
-45.39998E-6,594.2E-3
-45.19998E-6,1.774
-45.19998E-6,1.214
-44.99998E-6,1.394
-44.99998E-6,1.214
-44.79998E-6,1.394
-44.79998E-6,1.294
-44.59998E-6,1.294
-44.59998E-6,1.334
-44.39998E-6,1.274
-44.39998E-6,1.334
-44.19997E-6,1.254
-44.19997E-6,1.314
-43.99997E-6,1.254
-43.99997E-6,1.294
-43.79997E-6,1.234
-43.79997E-6,1.274
-43.59997E-6,1.214
-43.59997E-6,1.274
-43.39997E-6,1.214
-43.39997E-6,1.234
-43.19997E-6,1.194
-43.19997E-6,1.234
-42.99997E-6,1.174
-42.99997E-6,1.214
-42.79996E-6,1.154
-42.79996E-6,1.214
-42.59996E-6,1.154
-42.59996E-6,1.194
-42.39996E-6,1.114
-42.39996E-6,1.174
-42.19996E-6,1.094
-42.19996E-6,1.174
-41.99996E-6,1.094
-41.99996E-6,1.154
-41.79995E-6,1.074
-41.79995E-6,1.134
-41.59995E-6,1.054
-41.59995E-6,1.114
-41.39995E-6,1.054
-41.39995E-6,1.094
-41.19995E-6,1.034
-41.19995E-6,1.074
-40.99995E-6,1.014
-40.99995E-6,1.074
-40.79995E-6,994.2E-3
-40.79995E-6,1.054
-40.59995E-6,994.2E-3
-40.59995E-6,1.034
-40.39994E-6,974.2E-3
-40.39994E-6,1.014
-40.19994E-6,954.2E-3
-40.19994E-6,994.2E-3
-39.99994E-6,934.2E-3
-39.99994E-6,974.2E-3
-39.79994E-6,914.2E-3
-39.79994E-6,974.2E-3
-39.59994E-6,894.2E-3
-39.59994E-6,954.2E-3
-39.39994E-6,894.2E-3
-39.39994E-6,934.2E-3
-39.19994E-6,874.2E-3
-39.19994E-6,914.2E-3
-38.99993E-6,854.2E-3
-38.99993E-6,914.2E-3
-38.79993E-6,834.2E-3
-38.79993E-6,894.2E-3
-38.59993E-6,834.2E-3
-38.59993E-6,874.2E-3
-38.39993E-6,814.2E-3
-38.39993E-6,854.2E-3
-38.19993E-6,794.2E-3
-38.19993E-6,834.2E-3
-37.99993E-6,774.2E-3
-37.99993E-6,834.2E-3
-37.79992E-6,774.2E-3
-37.79992E-6,814.2E-3
-37.59992E-6,754.2E-3
-37.59992E-6,814.2E-3
-37.39992E-6,734.2E-3
-37.39992E-6,814.2E-3
-37.19992E-6,734.2E-3
-37.19992E-6,774.2E-3
-36.99992E-6,714.2E-3
-36.99992E-6,754.2E-3
-36.79992E-6,694.2E-3
-36.79992E-6,754.2E-3
-36.59992E-6,674.2E-3
-36.59992E-6,734.2E-3
-36.39991E-6,674.2E-3
-36.39991E-6,734.2E-3
-36.19991E-6,654.2E-3
-36.19991E-6,694.2E-3
-35.99991E-6,654.2E-3
-35.99991E-6,694.2E-3
-35.79991E-6,614.2E-3
-35.79991E-6,674.2E-3
-35.59991E-6,614.2E-3
-35.59991E-6,674.2E-3
-35.39991E-6,594.2E-3
-35.39991E-6,654.2E-3
-35.19990E-6,594.2E-3
-35.19990E-6,634.2E-3
-34.99990E-6,574.2E-3
-34.99990E-6,614.2E-3
-34.79990E-6,574.2E-3
-34.79990E-6,614.2E-3
-34.60000E-6,554.2E-3
-34.60000E-6,594.2E-3
-34.40000E-6,534.2E-3
-34.40000E-6,594.2E-3
-34.20000E-6,534.2E-3
-34.20000E-6,574.2E-3
-34.00000E-6,514.2E-3
-34.00000E-6,554.2E-3
-33.80000E-6,494.2E-3
-33.80000E-6,554.2E-3
-33.59999E-6,494.2E-3
-33.59999E-6,534.2E-3
-33.39999E-6,474.2E-3
-33.39999E-6,514.2E-3
-33.19999E-6,474.2E-3
-33.19999E-6,514.2E-3
-32.99999E-6,454.2E-3
-32.99999E-6,494.2E-3
-32.79999E-6,434.2E-3
-32.79999E-6,474.2E-3
-32.59999E-6,434.2E-3
-32.59999E-6,474.2E-3
-32.39999E-6,414.2E-3
-32.39999E-6,454.2E-3
-32.19998E-6,394.2E-3
-32.19998E-6,454.2E-3
-31.99998E-6,394.2E-3
-31.99998E-6,434.2E-3
-31.79998E-6,374.2E-3
-31.79998E-6,434.2E-3
-31.59998E-6,374.2E-3
-31.59998E-6,414.2E-3
-31.39998E-6,354.2E-3
-31.39998E-6,394.2E-3
-31.19998E-6,334.2E-3
-31.19998E-6,394.2E-3
-30.99997E-6,334.2E-3
-30.99997E-6,374.2E-3
-30.79997E-6,314.2E-3
-30.79997E-6,374.2E-3
-30.59997E-6,314.2E-3
-30.59997E-6,354.2E-3
-30.39997E-6,294.2E-3
-30.39997E-6,354.2E-3
-30.19997E-6,294.2E-3
-30.19997E-6,334.2E-3
-29.99997E-6,274.2E-3
-29.99997E-6,334.2E-3
-29.79997E-6,254.2E-3
-29.79997E-6,314.2E-3
-29.59997E-6,254.2E-3
-29.59997E-6,314.2E-3
-29.39997E-6,254.2E-3
-29.39997E-6,294.2E-3
-29.19997E-6,234.2E-3
-29.19997E-6,274.2E-3
-28.99997E-6,234.2E-3
-28.99997E-6,274.2E-3
-28.79997E-6,214.2E-3
-28.79997E-6,254.2E-3
-28.59997E-6,214.2E-3
-28.59997E-6,254.2E-3
-28.39997E-6,194.2E-3
-28.39997E-6,234.2E-3
-28.19998E-6,194.2E-3
-28.19998E-6,234.2E-3
-27.99998E-6,194.2E-3
-27.99998E-6,214.2E-3
-27.79998E-6,174.2E-3
-27.79998E-6,214.2E-3
-27.59998E-6,154.2E-3
-27.59998E-6,214.2E-3
-27.39998E-6,154.2E-3
-27.39998E-6,194.2E-3
-27.19998E-6,154.2E-3
-27.19998E-6,194.2E-3
-26.99998E-6,134.2E-3
-26.99998E-6,174.2E-3
-26.79998E-6,134.2E-3
-26.79998E-6,174.2E-3
-26.59998E-6,134.2E-3
-26.59998E-6,154.2E-3
-26.39998E-6,114.2E-3
-26.39998E-6,154.2E-3
-26.19998E-6,114.2E-3
-26.19998E-6,154.2E-3
-25.99998E-6,114.2E-3
-25.99998E-6,154.2E-3
-25.79998E-6,94.15E-3
-25.79998E-6,134.2E-3
-25.59998E-6,74.15E-3
-25.59998E-6,134.2E-3
-25.39998E-6,74.15E-3
-25.39998E-6,134.2E-3
-25.19998E-6,54.15E-3
-25.19998E-6,114.2E-3
-24.99998E-6,74.15E-3
-24.99998E-6,114.2E-3
-24.79998E-6,54.15E-3
-24.79998E-6,114.2E-3
-24.59998E-6,54.15E-3
-24.59998E-6,94.15E-3
-24.39998E-6,54.15E-3
-24.39998E-6,94.15E-3
-24.19998E-6,34.15E-3
-24.19998E-6,74.15E-3
-23.99998E-6,34.15E-3
-23.99998E-6,74.15E-3
-23.79998E-6,34.15E-3
-23.79998E-6,74.15E-3
-23.59998E-6,34.15E-3
-23.59998E-6,74.15E-3
-23.39998E-6,14.15E-3
-23.39998E-6,54.15E-3
-23.19998E-6,14.15E-3
-23.19998E-6,54.15E-3
-22.99998E-6,14.15E-3
-22.99998E-6,54.15E-3
-22.79998E-6,-5.849E-3
-22.79998E-6,34.15E-3
-22.59998E-6,-5.849E-3
-22.59998E-6,34.15E-3
-22.39998E-6,-5.849E-3
-22.39998E-6,34.15E-3
-22.19998E-6,-25.85E-3
-22.19998E-6,34.15E-3
-21.99998E-6,-25.85E-3
-21.99998E-6,34.15E-3
-21.79998E-6,-25.85E-3
-21.79998E-6,14.15E-3
-21.60001E-6,-25.85E-3
-21.60001E-6,14.15E-3
-21.40001E-6,-25.85E-3
-21.40001E-6,14.15E-3
-21.20001E-6,-45.85E-3
-21.20001E-6,14.15E-3
-21.00001E-6,-45.85E-3
-21.00001E-6,14.15E-3
-20.80001E-6,-45.85E-3
-20.80001E-6,-5.849E-3
-20.60001E-6,-45.85E-3
-20.60001E-6,-5.849E-3
-20.40001E-6,-45.85E-3
-20.40001E-6,-5.849E-3
-20.20001E-6,-45.85E-3
-20.20001E-6,-25.85E-3
-20.00001E-6,-45.85E-3
-20.00001E-6,-5.849E-3
-19.80001E-6,-65.85E-3
-19.80001E-6,-25.85E-3
-19.60001E-6,-65.85E-3
-19.60001E-6,-5.849E-3
-19.40001E-6,-65.85E-3
-19.40001E-6,-25.85E-3
-19.20001E-6,-65.85E-3
-19.20001E-6,-25.85E-3
-19.00001E-6,-65.85E-3
-19.00001E-6,-25.85E-3
-18.80001E-6,-85.85E-3
-18.80001E-6,-25.85E-3
-18.60001E-6,-65.85E-3
-18.60001E-6,-25.85E-3
-18.40001E-6,-65.85E-3
-18.40001E-6,-25.85E-3
-18.20001E-6,-65.85E-3
-18.20001E-6,-25.85E-3
-18.00001E-6,-85.85E-3
-18.00001E-6,-25.85E-3
-17.80001E-6,-85.85E-3
-17.80001E-6,-25.85E-3
-17.60001E-6,-85.85E-3
-17.60001E-6,-25.85E-3
-17.40001E-6,-65.85E-3
-17.40001E-6,-45.85E-3
-17.20001E-6,-85.85E-3
-17.20001E-6,-45.85E-3
-17.00001E-6,-85.85E-3
-17.00001E-6,-25.85E-3
-16.80001E-6,-85.85E-3
-16.80001E-6,-25.85E-3
-16.60001E-6,-85.85E-3
-16.60001E-6,-45.85E-3
-16.40001E-6,-85.85E-3
-16.40001E-6,-45.85E-3
-16.20001E-6,-85.85E-3
-16.20001E-6,-25.85E-3
-16.00001E-6,-85.85E-3
-16.00001E-6,-25.85E-3
-15.80001E-6,-85.85E-3
-15.80001E-6,-25.85E-3
-15.60001E-6,-85.85E-3
-15.60001E-6,-45.85E-3
-15.40001E-6,-85.85E-3
-15.40001E-6,-45.85E-3
-15.20001E-6,-65.85E-3
-15.20001E-6,-45.85E-3
-15.00001E-6,-65.85E-3
-15.00001E-6,-25.85E-3
-14.80001E-6,-85.85E-3
-14.80001E-6,-25.85E-3
-14.60002E-6,-65.85E-3
-14.60002E-6,-25.85E-3
-14.40002E-6,-85.85E-3
-14.40002E-6,-25.85E-3
-14.20002E-6,-65.85E-3
-14.20002E-6,-25.85E-3
-14.00002E-6,-65.85E-3
-14.00002E-6,-25.85E-3
-13.80002E-6,-65.85E-3
-13.80002E-6,-25.85E-3
-13.60002E-6,-65.85E-3
-13.60002E-6,-25.85E-3
-13.40002E-6,-65.85E-3
-13.40002E-6,-25.85E-3
-13.20002E-6,-65.85E-3
-13.20002E-6,-5.849E-3
-13.00002E-6,-65.85E-3
-13.00002E-6,-5.849E-3
-12.80002E-6,-45.85E-3
-12.80002E-6,-5.849E-3
