#Ux Uy 5V->0V
4.26 .043
3.19 .043
2.4 .043
1.792 .043
1.462 .0427
1.4 .4851
1.396 .517
1.395 .519
1.246 .699
1.173 1.211
1.14 2.465
1.13 3.035
1.096 3.1618
.997 3.3711
.836 3.604
.76 3.711
.644 3.8475
