#Ux Uy 0V->5V
0.643 3.848
0.7334 3.7393
.838 3.6003
.9532 3.442
1.07 3.236
1.125 3.091
1.225 2.736
1.274 1.213
1.305 1.041
1.3676 .669
1.381 .512
1.444 .042
1.507 .043
1.952 .043
2.35 .043
4.295 .043
