#time in s CH1 in V
500.2946E-6 4.004
500.2948E-6 4.004
500.2950E-6 4.004
500.2952E-6 4.004
500.2953E-6 4.004
500.2955E-6 4.044
500.2957E-6 4.044
500.2959E-6 4.044
500.2960E-6 4.084
500.2962E-6 4.124
500.2964E-6 4.124
500.2966E-6 4.124
500.2967E-6 4.124
500.2969E-6 4.124
500.2971E-6 4.164
500.2973E-6 4.164
500.2974E-6 4.164
500.2976E-6 4.164
500.2978E-6 4.164
500.2980E-6 4.164
500.2981E-6 4.164
500.2983E-6 4.164
500.2985E-6 4.164
500.2987E-6 4.164
500.2988E-6 4.124
500.2990E-6 4.084
500.2992E-6 4.044
500.2994E-6 4.044
500.2995E-6 3.964
500.2997E-6 3.884
500.2999E-6 3.804
500.3001E-6 3.724
500.3002E-6 3.684
500.3004E-6 3.604
500.3006E-6 3.444
500.3007E-6 3.324
500.3009E-6 3.244
500.3011E-6 3.164
500.3013E-6 2.964
500.3014E-6 2.804
500.3016E-6 2.644
500.3018E-6 2.524
500.3020E-6 2.404
500.3021E-6 2.244
500.3023E-6 2.004
500.3025E-6 1.804
500.3027E-6 1.684
500.3028E-6 1.564
500.3030E-6 1.324
500.3032E-6 1.084
500.3034E-6 924.1E-3
500.3035E-6 764.1E-3
500.3037E-6 604.1E-3
500.3039E-6 444.1E-3
500.3041E-6 244.1E-3
500.3042E-6 44.07E-3
500.3044E-6 -35.93E-3
500.3046E-6 -115.9E-3
500.3048E-6 -315.9E-3
500.3049E-6 -515.9E-3
500.3051E-6 -635.9E-3
500.3053E-6 -715.9E-3
500.3055E-6 -795.9E-3
500.3056E-6 -875.9E-3
500.3058E-6 -995.9E-3
500.3060E-6 -1.076
500.3062E-6 -1.116
500.3063E-6 -1.156
500.3065E-6 -1.236
500.3067E-6 -1.276
500.3069E-6 -1.276
500.3070E-6 -1.276
500.3072E-6 -1.316
500.3074E-6 -1.316
500.3076E-6 -1.316
500.3077E-6 -1.276
500.3079E-6 -1.236
500.3081E-6 -1.236
500.3083E-6 -1.196
500.3084E-6 -1.116
500.3086E-6 -1.076
500.3088E-6 -1.036
500.3090E-6 -995.9E-3
500.3091E-6 -915.9E-3
500.3093E-6 -835.9E-3
500.3095E-6 -795.9E-3
500.3097E-6 -755.9E-3
500.3098E-6 -675.9E-3
500.3100E-6 -595.9E-3
500.3102E-6 -475.9E-3
500.3104E-6 -395.9E-3
500.3105E-6 -355.9E-3
500.3107E-6 -275.9E-3
500.3109E-6 -195.9E-3
500.3111E-6 -115.9E-3
500.3112E-6 -35.93E-3
500.3114E-6 4.072E-3
500.3154E-6 44.07E-3
500.3156E-6 164.1E-3
500.3158E-6 244.1E-3
500.3159E-6 284.1E-3
500.3161E-6 324.1E-3
500.3163E-6 364.1E-3
500.3165E-6 404.1E-3
500.3166E-6 444.1E-3
500.3168E-6 484.1E-3
500.3170E-6 524.1E-3
500.3172E-6 564.1E-3
500.3173E-6 604.1E-3
500.3175E-6 604.1E-3
500.3177E-6 604.1E-3
500.3179E-6 644.1E-3
500.3180E-6 644.1E-3
500.3182E-6 684.1E-3
500.3184E-6 684.1E-3
500.3186E-6 684.1E-3
500.3187E-6 684.1E-3
500.3189E-6 684.1E-3
500.3191E-6 684.1E-3
500.3193E-6 644.1E-3
500.3194E-6 644.1E-3
500.3196E-6 644.1E-3
500.3198E-6 604.1E-3
500.3200E-6 564.1E-3
500.3201E-6 564.1E-3
500.3203E-6 524.1E-3
500.3205E-6 484.1E-3
500.3207E-6 484.1E-3
500.3208E-6 444.1E-3
500.3210E-6 404.1E-3
500.3212E-6 364.1E-3
500.3214E-6 324.1E-3
500.3215E-6 284.1E-3
500.3217E-6 244.1E-3
500.3219E-6 204.1E-3
500.3221E-6 164.1E-3
500.3222E-6 124.1E-3
500.3224E-6 84.07E-3
500.3226E-6 44.07E-3
500.3228E-6 4.072E-3
500.3229E-6 -35.93E-3
500.3231E-6 -75.93E-3
500.3233E-6 -115.9E-3
500.3235E-6 -155.9E-3
500.3236E-6 -195.9E-3
500.3238E-6 -235.9E-3
500.3240E-6 -275.9E-3
500.3241E-6 -315.9E-3
500.3243E-6 -315.9E-3
500.3245E-6 -355.9E-3
500.3247E-6 -355.9E-3
500.3248E-6 -355.9E-3
500.3250E-6 -355.9E-3
500.3252E-6 -395.9E-3
500.3254E-6 -395.9E-3
500.3255E-6 -395.9E-3
500.3257E-6 -395.9E-3
500.3259E-6 -395.9E-3
500.3261E-6 -395.9E-3
500.3262E-6 -355.9E-3
500.3264E-6 -355.9E-3
500.3266E-6 -315.9E-3
500.3268E-6 -315.9E-3
500.3269E-6 -315.9E-3
500.3271E-6 -275.9E-3
500.3273E-6 -235.9E-3
500.3275E-6 -195.9E-3
500.3276E-6 -155.9E-3
500.3278E-6 -115.9E-3
500.3280E-6 -75.93E-3
500.3282E-6 -75.93E-3
500.3283E-6 -35.93E-3
500.3285E-6 4.072E-3
500.3287E-6 44.07E-3
500.3289E-6 44.07E-3
500.3290E-6 84.07E-3
500.3292E-6 84.07E-3
500.3294E-6 84.07E-3
500.3296E-6 124.1E-3
500.3297E-6 164.1E-3
500.3299E-6 164.1E-3
500.3301E-6 164.1E-3
500.3303E-6 164.1E-3
500.3304E-6 204.1E-3
500.3306E-6 204.1E-3
500.3308E-6 204.1E-3
500.3310E-6 204.1E-3
500.3311E-6 204.1E-3
500.3313E-6 204.1E-3
500.3315E-6 204.1E-3
500.3317E-6 204.1E-3
500.3318E-6 204.1E-3
500.3320E-6 204.1E-3
500.3322E-6 164.1E-3
500.3324E-6 164.1E-3
500.3325E-6 124.1E-3
500.3327E-6 124.1E-3
500.3329E-6 124.1E-3
500.3331E-6 84.07E-3
500.3332E-6 44.07E-3
500.3334E-6 44.07E-3
500.3336E-6 44.07E-3
500.3338E-6 44.07E-3
500.3339E-6 44.07E-3
500.3341E-6 4.072E-3
500.3343E-6 -35.93E-3
500.3345E-6 -35.93E-3
500.3346E-6 -35.93E-3
500.3348E-6 -35.93E-3
500.3350E-6 -75.93E-3
500.3352E-6 -75.93E-3
500.3353E-6 -75.93E-3
500.3355E-6 -115.9E-3
500.3357E-6 -115.9E-3
500.3358E-6 -115.9E-3
500.3360E-6 -115.9E-3
500.3362E-6 -115.9E-3
500.3364E-6 -115.9E-3
500.3365E-6 -115.9E-3
500.3367E-6 -115.9E-3
500.3369E-6 -115.9E-3
500.3371E-6 -155.9E-3
500.3372E-6 -155.9E-3
500.3374E-6 -155.9E-3
500.3376E-6 -115.9E-3
500.3378E-6 -115.9E-3
500.3379E-6 -155.9E-3
500.3381E-6 -155.9E-3
500.3383E-6 -155.9E-3
500.3385E-6 -155.9E-3
500.3420E-6 -155.9E-3
500.3422E-6 -155.9E-3
500.3424E-6 -115.9E-3
500.3425E-6 -115.9E-3
500.3427E-6 -155.9E-3
500.3429E-6 -155.9E-3
500.3431E-6 -155.9E-3
500.3432E-6 -155.9E-3
500.3434E-6 -115.9E-3
500.3436E-6 -115.9E-3
500.3438E-6 -155.9E-3
500.3439E-6 -155.9E-3
500.3441E-6 -155.9E-3
500.3443E-6 -155.9E-3
500.3445E-6 -155.9E-3
500.3446E-6 -115.9E-3
500.3448E-6 -115.9E-3
500.3450E-6 -115.9E-3
500.3452E-6 -115.9E-3
500.3453E-6 -115.9E-3
500.3455E-6 -115.9E-3
500.3457E-6 -115.9E-3
500.3459E-6 -115.9E-3
500.3460E-6 -75.93E-3
500.3462E-6 -35.93E-3
500.3464E-6 -35.93E-3
500.3466E-6 -35.93E-3
500.3467E-6 -35.93E-3
500.3469E-6 4.072E-3
500.3471E-6 4.072E-3
500.3473E-6 4.072E-3
500.3474E-6 44.07E-3
500.3476E-6 44.07E-3
500.3478E-6 44.07E-3
500.3480E-6 84.07E-3
500.3481E-6 84.07E-3
500.3483E-6 84.07E-3
500.3485E-6 124.1E-3
500.3487E-6 124.1E-3
500.3488E-6 164.1E-3
500.3490E-6 164.1E-3
500.3492E-6 164.1E-3
500.3494E-6 204.1E-3
500.3495E-6 204.1E-3
500.3497E-6 204.1E-3
500.3499E-6 204.1E-3
500.3501E-6 204.1E-3
500.3502E-6 244.1E-3
500.3504E-6 244.1E-3
500.3506E-6 244.1E-3
500.3507E-6 244.1E-3
500.3509E-6 244.1E-3
500.3511E-6 244.1E-3
500.3513E-6 244.1E-3
500.3514E-6 244.1E-3
500.3516E-6 244.1E-3
500.3518E-6 244.1E-3
500.3520E-6 244.1E-3
500.3521E-6 204.1E-3
500.3523E-6 204.1E-3
