#time in s CH1 in V
500.2540E-6 3.924
500.2542E-6 3.924
500.2544E-6 3.964
500.2545E-6 3.964
500.2547E-6 3.964
500.2549E-6 3.964
500.2551E-6 3.924
500.2552E-6 3.924
500.2554E-6 3.924
500.2556E-6 3.924
500.2558E-6 3.924
500.2559E-6 3.924
500.2561E-6 3.924
500.2563E-6 3.924
500.2565E-6 3.924
500.2566E-6 3.924
500.2568E-6 3.924
500.2570E-6 3.924
500.2572E-6 3.924
500.2573E-6 3.924
500.2575E-6 3.924
500.2577E-6 3.924
500.2579E-6 3.924
500.2580E-6 3.924
500.2582E-6 3.924
500.2584E-6 3.924
500.2585E-6 3.924
500.2587E-6 3.924
500.2589E-6 3.924
500.2591E-6 3.924
500.2592E-6 3.924
500.2594E-6 3.924
500.2596E-6 3.924
500.2598E-6 3.924
500.2599E-6 3.924
500.2601E-6 3.924
500.2603E-6 3.924
500.2605E-6 3.924
500.2606E-6 3.924
500.2608E-6 3.924
500.2610E-6 3.924
500.2612E-6 3.924
500.2613E-6 3.924
500.2615E-6 3.924
500.2617E-6 3.924
500.2619E-6 3.924
500.2620E-6 3.924
500.2622E-6 3.924
500.2624E-6 3.924
500.2626E-6 3.924
500.2627E-6 3.924
500.2629E-6 3.924
500.2631E-6 3.924
500.2633E-6 3.924
500.2634E-6 3.964
500.2636E-6 3.964
500.2638E-6 3.964
500.2640E-6 3.964
500.2641E-6 3.964
500.2643E-6 3.924
500.2645E-6 3.924
500.2647E-6 3.924
500.2648E-6 3.924
500.2650E-6 3.924
500.2652E-6 3.924
500.2654E-6 3.924
500.2655E-6 3.924
500.2657E-6 3.964
500.2659E-6 3.964
500.2661E-6 3.924
500.2662E-6 3.924
500.2664E-6 3.964
500.2666E-6 3.964
500.2668E-6 3.924
500.2669E-6 3.924
500.2671E-6 3.924
500.2673E-6 3.924
500.2675E-6 3.924
500.2676E-6 3.924
500.2678E-6 3.964
500.2680E-6 3.964
500.2682E-6 3.924
500.2683E-6 3.924
500.2685E-6 3.924
500.2687E-6 3.924
500.2689E-6 3.924
500.2690E-6 3.924
500.2692E-6 3.924
500.2694E-6 3.924
500.2696E-6 3.924
500.2697E-6 3.924
500.2699E-6 3.924
500.2701E-6 3.924
500.2702E-6 3.924
500.2704E-6 3.924
500.2706E-6 3.924
500.2708E-6 3.924
500.2709E-6 3.924
500.2711E-6 3.924
500.2713E-6 3.924
500.2715E-6 3.924
500.2716E-6 3.924
500.2718E-6 3.924
500.2720E-6 3.924
500.2722E-6 3.924
500.2723E-6 3.924
500.2725E-6 3.924
500.2727E-6 3.924
500.2729E-6 3.924
500.2730E-6 3.924
500.2732E-6 3.964
500.2734E-6 3.964
500.2736E-6 3.964
500.2737E-6 3.964
500.2739E-6 3.964
500.2741E-6 3.964
500.2743E-6 3.964
500.2744E-6 3.964
500.2746E-6 3.964
500.2748E-6 3.964
500.2750E-6 3.964
500.2751E-6 3.964
500.2753E-6 3.964
500.2755E-6 3.964
500.2757E-6 3.964
500.2758E-6 3.964
500.2760E-6 3.964
500.2762E-6 3.964
500.2764E-6 3.964
500.2765E-6 3.964
500.2767E-6 4.004
500.2769E-6 4.004
500.2771E-6 4.004
500.2772E-6 4.004
500.2774E-6 3.964
500.2776E-6 3.964
500.2778E-6 4.004
500.2779E-6 4.004
500.2781E-6 3.964
500.2783E-6 3.964
500.2785E-6 4.004
500.2786E-6 3.964
500.2788E-6 3.964
500.2790E-6 3.964
500.2792E-6 3.964
500.2793E-6 3.964
500.2795E-6 3.964
500.2797E-6 3.964
500.2799E-6 3.964
500.2800E-6 3.964
500.2802E-6 3.964
500.2804E-6 3.964
500.2806E-6 3.964
500.2807E-6 3.964
500.2809E-6 3.964
500.2811E-6 3.924
500.2852E-6 3.924
500.2854E-6 3.924
500.2856E-6 3.924
500.2857E-6 3.924
500.2859E-6 3.924
500.2861E-6 3.924
500.2863E-6 3.924
500.2864E-6 3.924
500.2866E-6 3.924
500.2868E-6 3.924
500.2870E-6 3.924
500.2871E-6 3.964
500.2873E-6 3.964
500.2875E-6 3.964
500.2877E-6 3.964
500.2878E-6 3.964
500.2880E-6 3.964
500.2882E-6 3.964
500.2884E-6 3.964
500.2885E-6 4.004
500.2887E-6 4.004
500.2889E-6 4.004
500.2890E-6 4.004
500.2892E-6 3.964
500.2894E-6 3.964
500.2896E-6 3.964
500.2897E-6 3.964
500.2899E-6 3.964
500.2901E-6 3.964
500.2903E-6 3.964
500.2904E-6 3.964
500.2906E-6 3.964
500.2908E-6 3.924
500.2910E-6 3.924
500.2911E-6 3.924
500.2913E-6 3.924
500.2915E-6 3.924
500.2917E-6 3.924
500.2918E-6 3.924
500.2920E-6 3.924
500.2922E-6 3.924
500.2924E-6 3.924
500.2925E-6 3.924
500.2927E-6 3.924
500.2929E-6 3.924
500.2931E-6 3.924
500.2932E-6 3.924
500.2934E-6 3.924
500.2936E-6 3.924
500.2938E-6 3.924
500.2939E-6 3.924
500.2941E-6 3.924
500.2943E-6 3.924
500.2945E-6 3.964
